Name,sleeper_id,Pos,Team,exp,bd,age,espn_id,clean_name,Bye,ESPN,ECR,ADP,Yahoo,Sleeper,Rank
Mike Gesicki,4993,TE,CIN,7,1995-10-03,29.9,3116164,mike gesicki,10,212,204,213,235,233.4,241
Savion Williams,12482,WR,GB,0,2001-11-22,23.8,4431487,savion williams,5,128,233,274,236,233.8,242
Jacory Croskey-Merritt,12533,RB,WAS,0,2001-04-12,24.4,4575131,jacory croskey-merritt,12,999,123,205,167,235.3,243
Keenan Allen,1479,WR,LAC,12,1992-04-27,33.3,15818,keenan allen,12,169,183,244,999,236.2,244
Jaleel McLaughlin,11439,RB,DEN,2,2000-09-13,25.0,4722893,jaleel mclaughlin,12,999,241,281,999,237.7,245
DeAndre Hopkins,1426,WR,BAL,12,1992-06-06,33.2,15795,deandre hopkins,7,211,195,225,199,238.0,246
Matthew Stafford,421,QB,LAR,16,1988-02-07,37.6,12483,matthew stafford,8,175,190,221,230,239.8,247
Jimmy Horn,12523,WR,CAR,0,2002-09-12,23.0,4708486,jimmy horn,14,999,999,999,999,240.9,248
Dont'e Thornton,12541,WR,LV,0,2002-11-30,22.8,4432775,donte thornton,8,188,218,190,173,241.6,249
Michael Wilson,10232,WR,ARI,2,2000-02-23,25.5,4360761,michael wilson,8,194,209,209,240,242.3,250
Kayshon Boutte,9504,WR,NE,2,2002-05-07,23.3,4429022,kayshon boutte,14,195,223,259,999,242.9,251
Will Howard,12511,QB,PIT,0,2001-09-24,23.9,4429955,will howard,5,999,354,319,999,244.8,252
Zack Moss,6845,RB,FA,5,1997-12-15,27.7,4035676,zack moss,,999,406,290,999,245.8,253
Chimere Dike,12540,WR,TEN,0,2001-12-14,23.7,4431268,chimere dike,10,189,351,276,999,246.6,254
Tyler Lockett,2374,WR,TEN,10,1992-09-28,32.9,2577327,tyler lockett,10,229,236,251,999,247.8,255
Sean Tucker,9506,RB,TB,2,2001-10-25,23.9,4430871,sean tucker,9,999,302,250,999,248.3,256
Malik Washington,11610,WR,MIA,1,2001-01-04,24.7,4569603,malik washington,12,999,228,268,245,249.6,257
Ja'Lynn Polk,11619,WR,NE,1,2002-04-11,23.4,4430637,jalynn polk,14,999,296,450,999,250.3,258
Geno Smith,1373,QB,LV,12,1990-10-10,34.9,15864,geno smith,8,174,184,262,203,251.9,259
Luke McCaffrey,11650,WR,WAS,1,2001-04-02,24.4,4426948,luke mccaffrey,12,999,251,289,999,251.9,260
Joe Milton,11557,QB,DAL,1,2000-03-06,25.5,4360698,joe milton,10,999,383,450,999,253.1,261
Jermaine Burton,11640,WR,CIN,1,2001-06-28,24.2,4429033,jermaine burton,10,197,271,249,247,254.3,262
Elijah Moore,7596,WR,BUF,4,2000-03-27,25.4,4372414,elijah moore,7,999,227,254,999,255.2,263
Jaylin Lane,12641,WR,WAS,0,2002-05-01,23.3,4602667,jaylin lane,12,190,291,273,234,256.9,264
Isaiah Davis,11571,RB,NYJ,1,2002-02-21,23.5,4695404,isaiah davis,9,999,281,307,224,257.8,265
Dyami Brown,7587,WR,JAC,4,1999-11-01,25.8,4361577,dyami brown,8,205,275,255,212,258.3,266
Diontae Johnson,5937,WR,FA,6,1996-07-05,29.2,3932905,diontae johnson,,231,259,269,999,259.4,267
Calvin Austin,8125,WR,PIT,3,1999-03-24,26.4,4243389,calvin austin,5,999,264,265,229,260.1,268
Jalen Tolbert,8117,WR,DAL,3,1999-02-27,26.5,4249417,jalen tolbert,10,999,252,305,999,260.1,269
Michael Mayer,9482,TE,LV,2,2001-07-06,24.2,4429086,michael mayer,8,999,244,450,999,262.2,270
Gunnar Helm,12502,TE,TEN,0,2002-09-06,23.0,4686728,gunnar helm,10,999,266,293,999,263.0,271
Dameon Pierce,8129,RB,HOU,3,2000-02-19,25.5,4360238,dameon pierce,6,999,295,450,999,264.4,272
Kalel Mullings,12516,RB,TEN,0,2002-10-04,22.9,4429121,kalel mullings,10,999,373,320,999,265.2,273
Kimani Vidal,11647,RB,LAC,1,2001-08-28,24.0,4430968,kimani vidal,12,999,340,450,999,266.0,274
Buccaneers D/ST,TB,D/ST,TB,NA,NA,NA,-16027,buccaneers d/st,9,999,401,306,999,266.2,275
Bills D/ST,BUF,D/ST,BUF,NA,NA,NA,-16002,bills d/st,7,999,289,230,999,267.7,276
Nick Nash,12478,WR,ATL,0,2000-08-02,25.1,4570242,nick nash,5,999,999,999,999,267.8,277
Lions D/ST,DET,D/ST,DET,NA,NA,NA,-16008,lions d/st,8,999,333,238,999,268.0,278
Tez Johnson,12485,WR,TB,0,2002-05-18,23.3,4608810,tez johnson,9,999,336,316,999,268.7,279
Raheem Mostert,2749,RB,LV,10,1992-04-09,33.4,2576414,raheem mostert,8,999,353,311,241,269.1,280
Seahawks D/ST,SEA,D/ST,SEA,NA,NA,NA,-16026,seahawks d/st,8,999,316,302,999,269.7,281
Brandon Aubrey,11533,K,DAL,2,1995-03-14,30.5,3953687,brandon aubrey,10,999,253,222,999,270.0,282
Giants D/ST,NYG,D/ST,NYG,NA,NA,NA,-16019,giants d/st,14,999,377,304,999,271.6,283
Patriots D/ST,NE,D/ST,NE,NA,NA,NA,-16017,patriots d/st,14,999,317,294,999,272.9,284
Harrison Butker,4227,K,KC,8,1995-07-14,30.1,3055899,harrison butker,10,999,260,240,999,273.3,285
Chiefs D/ST,KC,D/ST,KC,NA,NA,NA,-16012,chiefs d/st,10,999,341,258,999,273.5,286
Cameron Dicker,8259,K,LAC,3,2000-05-06,25.3,4362081,cameron dicker,12,999,276,229,999,274.5,287
Jets D/ST,NYJ,D/ST,NYJ,NA,NA,NA,-16020,jets d/st,9,999,367,450,999,275.1,288
Will Reichard,11792,K,MIN,1,2001-01-09,24.6,4567104,will reichard,6,999,270,242,999,275.7,289
Rams D/ST,LAR,D/ST,LAR,NA,NA,NA,-16014,rams d/st,8,999,267,297,999,276.6,290
Packers D/ST,GB,D/ST,GB,NA,NA,NA,-16009,packers d/st,5,999,297,286,999,277.7,291
Tyler Bass,7042,K,BUF,5,1997-02-14,28.5,3917232,tyler bass,7,999,326,241,999,277.9,292
Jake Elliott,4195,K,PHI,8,1995-01-21,30.6,3050478,jake elliott,9,999,322,263,999,278.6,293
Chris Boswell,1945,K,PIT,11,1991-03-16,34.5,17372,chris boswell,5,999,278,237,999,280.9,294
Jake Bates,11539,K,DET,2,1999-03-03,26.5,4689936,jake bates,8,999,343,226,999,281.9,295
Evan McPherson,7839,K,CIN,4,1999-07-21,26.1,4360234,evan mcpherson,10,999,319,266,999,285.3,296
Cairo Santos,2020,K,CHI,11,1991-11-12,33.8,17427,cairo santos,5,999,999,999,999,287.1,297
Tyler Loop,12711,K,BAL,0,2001-08-04,24.1,4697745,tyler loop,7,999,412,232,999,289.3,298
Miles Sanders,6151,RB,DAL,6,1997-05-01,28.3,4045163,miles sanders,10,999,256,267,238,294.4,299
Aaron Rodgers,96,QB,PIT,20,1983-12-02,41.8,8439,aaron rodgers,5,225,254,308,246,295.6,300
Phil Mafah,12738,RB,DAL,0,2002-10-24,22.9,4431562,phil mafah,10,999,396,313,999,296.1,301
Jordan Watkins,12634,WR,SF,0,2002-02-15,23.5,4431466,jordan watkins,14,999,387,292,999,296.4,302
Tutu Atwell,7562,WR,LAR,4,1999-10-07,25.9,4360797,tutu atwell,8,999,274,317,999,298.8,303
Darius Slayton,6149,WR,NYG,6,1997-01-12,28.6,3916945,darius slayton,14,999,232,272,999,299.8,304
Elijah Mitchell,7561,RB,KC,4,1998-05-02,27.3,4241555,elijah mitchell,10,999,303,450,999,300.2,305
A.J. Dillon,6828,RB,PHI,5,1998-05-02,27.3,4239934,aj dillon,9,999,344,450,999,301.5,306
Donovan Edwards,12515,RB,WAS,0,2003-02-25,22.5,4431536,donovan edwards,12,999,417,450,999,302.3,307
Bru McCoy,11612,WR,FA,0,,,NA,NA,,999,999,999,999,303.0,308
Devin Singletary,6130,RB,NYG,6,1997-09-03,28.0,4040761,devin singletary,14,999,283,450,999,304.5,309
Arian Smith,12539,WR,NYJ,0,2001-10-11,23.9,4429105,arian smith,9,234,443,321,999,305.0,310
Daniel Jones,5870,QB,IND,6,1997-05-27,28.3,3917792,daniel jones,11,177,212,450,999,306.0,311
Jahan Dotson,8119,WR,PHI,3,2000-03-22,25.4,4361409,jahan dotson,9,999,285,450,999,307.2,312
Luke Musgrave,9481,TE,GB,2,2000-09-02,25.0,4428085,luke musgrave,5,999,269,450,999,308.0,313
Isaiah Bond,12503,WR,CLE,0,2004-03-15,21.5,4808839,isaiah bond,9,233,273,264,999,309.6,314
Zamir White,8139,RB,LV,3,1999-09-18,26.0,4361777,zamir white,8,999,358,278,999,309.7,315
Quinn Ewers,12500,QB,MIA,0,2003-03-15,22.5,4889929,quinn ewers,12,999,999,999,999,310.0,316
Titans D/ST,TEN,D/ST,TEN,NA,NA,NA,-16010,titans d/st,10,999,407,450,999,311.1,317
Russell Wilson,1234,QB,NYG,13,1988-11-29,36.8,14881,russell wilson,14,179,245,450,999,311.4,318
Dolphins D/ST,MIA,D/ST,MIA,NA,NA,NA,-16015,dolphins d/st,12,999,338,450,999,312.2,319
Juwan Johnson,7002,TE,NO,5,1996-09-13,29.0,3929645,juwan johnson,11,228,237,301,249,312.3,320
Parker Washington,9487,WR,JAC,2,2002-03-21,23.5,4432620,parker washington,8,999,279,284,999,313.9,321
Chargers D/ST,LAC,D/ST,LAC,NA,NA,NA,-16024,chargers d/st,12,999,292,450,999,314.2,322
Noah Fant,5857,TE,CIN,6,1997-11-20,27.8,4036131,noah fant,10,224,247,450,999,314.2,323
Kenneth Gainwell,7567,RB,PIT,4,1999-03-14,26.5,4371733,kenneth gainwell,5,999,324,450,999,314.3,324
Saints D/ST,NO,D/ST,NO,NA,NA,NA,-16018,saints d/st,11,999,346,450,999,314.8,325
Antwane Wells,12460,WR,FA,0,2001-04-02,24.4,NA,NA,,999,999,999,999,316.7,326
Tre Tucker,10213,WR,LV,2,2001-03-08,24.5,4428718,tre tucker,8,999,294,247,999,317.0,327
Khalil Herbert,7608,RB,FA,4,1998-04-21,27.4,4035886,khalil herbert,,999,418,285,999,318.8,328
Antonio Gibson,6945,RB,NE,5,1998-06-23,27.2,4360294,antonio gibson,14,999,290,450,243,319.9,329
Cowboys D/ST,DAL,D/ST,DAL,NA,NA,NA,-16006,cowboys d/st,10,999,310,450,999,320.2,330
Cade Stover,11599,TE,HOU,1,2000-06-12,25.2,4426496,cade stover,6,999,329,450,999,320.6,331
AJ Barner,11603,TE,SEA,1,2002-05-03,23.3,4576297,aj barner,8,999,280,315,999,321.4,332
Dillon Gabriel,12486,QB,CLE,0,2000-12-28,24.7,4427238,dillon gabriel,9,239,352,450,999,322.3,333
Malachi Corley,11617,WR,CLE,1,2002-03-21,23.5,4613104,malachi corley,9,999,331,450,999,323.3,334
Mitchell Evans,12473,TE,CAR,0,2003-03-18,22.5,4683243,mitchell evans,14,999,445,450,999,323.8,335
LeQuint Allen,12544,RB,JAC,0,2004-08-05,21.1,4911851,lequint allen,8,999,374,298,215,325.5,336
Raheim Sanders,12472,RB,CLE,0,2002-06-08,23.2,4601080,raheim sanders,9,999,402,450,999,326.1,337
Ricky White,12475,WR,SEA,0,2002-02-06,23.6,4431479,ricky white,8,999,385,450,999,327.5,338
Gabe Davis,6943,WR,FA,5,1999-04-01,26.4,4243537,gabe davis,,202,388,450,999,328.7,339
Javon Baker,11645,WR,PHI,1,2002-02-18,23.5,4692022,javon baker,9,999,282,450,999,329.4,340
Darren Waller,2505,TE,MIA,10,1992-09-13,33.0,2576925,darren waller,12,210,349,248,228,330.5,341
Ka'imi Fairbairn,3451,K,HOU,9,1994-01-29,31.6,2971573,kaimi fairbairn,6,999,337,300,999,332.1,342
Chase McLaughlin,6650,K,TB,6,1996-04-09,29.4,3150744,chase mclaughlin,9,999,325,260,999,332.3,343
Younghoe Koo,4666,K,ATL,8,1994-08-03,31.1,3049899,younghoe koo,5,999,293,295,999,338.0,344
Jake Moody,10937,K,SF,2,1999-11-23,25.8,4372066,jake moody,14,999,286,299,999,340.1,345
Daniel Carlson,5095,K,LV,7,1995-01-23,30.6,3051909,daniel carlson,8,999,299,450,999,341.4,346
Efton Chism,12542,WR,NE,0,2001-10-26,23.8,4695193,efton chism,14,999,356,288,999,341.6,347
Tom Brady,167,QB,FA,23,1977-08-03,48.1,NA,NA,,999,999,999,999,346.1,348
Jason Myers,2747,K,SEA,10,1991-05-12,34.3,2473037,jason myers,8,999,999,999,999,347.9,349
Jalen Nailor,8180,WR,MIN,3,1999-03-02,26.5,4382466,jalen nailor,6,999,350,450,999,348.7,350
Jalin Hyatt,9497,WR,NYG,2,2001-09-25,23.9,4692590,jalin hyatt,14,999,327,450,999,349.8,351
Moliki Matavao,12480,TE,NO,0,2003-03-17,22.5,4432731,moliki matavao,11,999,999,999,999,350.3,352
Curtis Samuel,4082,WR,BUF,8,1996-08-11,29.1,3121427,curtis samuel,7,999,308,450,999,352.3,353
Colts D/ST,IND,D/ST,IND,NA,NA,NA,-16011,colts d/st,11,999,433,450,999,352.7,354
Raiders D/ST,LV,D/ST,LV,NA,NA,NA,-16013,raiders d/st,8,999,421,450,999,353.4,355
Corey Kiner,12491,RB,SF,0,2002-01-21,23.6,4431431,corey kiner,14,999,999,999,999,353.9,356
Brandin Cooks,2197,WR,NO,11,1993-09-25,31.9,16731,brandin cooks,11,999,268,283,999,354.2,357
Jaguars D/ST,JAX,D/ST,JAC,NA,NA,NA,-16030,jaguars d/st,8,999,435,450,999,354.4,358
Taysom Hill,4381,TE,NO,8,1990-08-23,35.0,2468609,taysom hill,11,999,301,312,999,355.4,359
Riley Leonard,12470,QB,IND,0,2002-09-13,23.0,4683423,riley leonard,11,999,999,999,999,356.2,360
Tyler Higbee,3271,TE,LAR,9,1993-01-01,32.7,2573401,tyler higbee,8,999,263,314,239,357.3,361
Browns D/ST,CLE,D/ST,CLE,NA,NA,NA,-16005,browns d/st,9,999,430,450,999,357.4,362
Bears D/ST,CHI,D/ST,CHI,NA,NA,NA,-16003,bears d/st,5,999,313,450,999,358.6,363
KeAndre Lambert-Smith,12670,WR,LAC,0,2001-10-16,23.9,4430870,keandre lambert-smith,12,240,298,291,220,358.7,364
Cam Akers,6938,RB,FA,5,1999-06-22,26.2,4240021,cam akers,,999,355,450,999,359.3,365
Marquez Valdes-Scantling,5086,WR,SF,7,1994-10-10,30.9,3051738,marquez valdes-scantling,14,999,441,450,999,359.9,366
Mike Williams,4068,WR,FA,8,1994-10-04,30.9,3045138,mike williams,,999,999,999,999,361.8,367
Chris Rodriguez,10219,RB,WAS,2,1999-09-26,25.9,4362619,chris rodriguez,12,999,272,450,999,362.5,368
Alexander Mattison,5987,RB,MIA,6,1998-06-19,27.2,4048244,alexander mattison,12,999,375,450,999,363.0,369
Tyler Conklin,5133,TE,LAC,7,1995-07-30,30.1,3915486,tyler conklin,12,999,258,270,999,364.0,370
Marcus Yarns,12546,RB,FA,0,2001-10-30,23.8,NA,NA,,999,999,999,999,365.0,371
Luke Schoonmaker,10871,TE,DAL,2,1998-09-28,26.9,4372096,luke schoonmaker,10,999,391,303,999,366.3,372
Jamari Thrash,11633,WR,CLE,1,2000-12-19,24.7,4428678,jamari thrash,9,999,390,450,999,367.6,373
John Metchie,8147,WR,PHI,3,2000-07-18,25.1,4567096,john metchie,9,999,312,450,999,368.1,374
Kirk Cousins,1166,QB,ATL,13,1988-08-19,37.0,14880,kirk cousins,5,999,304,450,999,368.3,375
Spencer Rattler,11562,QB,NO,1,2000-09-28,24.9,4426339,spencer rattler,11,999,240,450,999,370.4,376
Wil Lutz,3678,K,DEN,9,1994-07-07,31.2,2985659,wil lutz,12,999,277,322,999,372.5,377
Matt Gay,6083,K,WAS,6,1994-03-15,31.5,4249087,matt gay,12,999,315,450,999,374.7,378
Kenny McIntosh,10216,RB,SEA,2,2000-03-03,25.5,4427391,kenny mcintosh,8,999,999,999,999,375.2,379
Brandon McManus,1433,K,GB,12,1991-07-25,34.1,16339,brandon mcmanus,5,999,314,450,999,376.0,380
Ty Chandler,8230,RB,MIN,3,1998-05-12,27.3,4242431,ty chandler,6,999,360,450,999,377.2,381
Emari Demercado,11199,RB,ARI,2,1999-01-20,26.6,4362478,emari demercado,8,999,427,450,999,379.1,382
Henry Ruggs,6789,WR,FA,2,1999-01-24,26.6,NA,NA,,999,999,999,999,380.0,383
Jacob Cowing,11616,WR,SF,1,2001-02-04,24.6,4575665,jacob cowing,14,999,347,450,999,382.5,384
Thomas Fidone,12715,TE,NYG,0,2002-09-20,22.9,4590292,thomas fidone,14,999,365,450,999,383.1,385
KaVontae Turpin,8917,WR,DAL,3,1996-08-02,29.1,3676833,kavontae turpin,10,999,348,450,999,384.7,386
Bub Means,11748,WR,NO,1,2001-01-10,24.6,4427985,bub means,11,999,999,999,999,385.7,387
Emanuel Wilson,11435,RB,GB,2,1999-05-08,26.3,4887558,emanuel wilson,5,999,362,450,999,386.0,388
Kendrick Bourne,4454,WR,FA,8,1995-08-04,30.1,3045523,kendrick bourne,,999,399,450,999,386.1,389
Ty Johnson,6039,RB,BUF,6,1997-09-17,28.0,3915411,ty johnson,7,999,339,450,999,388.6,390
Hunter Renfrow,5955,WR,CAR,6,1995-12-21,29.7,3135321,hunter renfrow,14,999,999,999,999,389.3,391
Montrell Johnson,12868,RB,FA,0,2002-10-13,22.9,NA,NA,,999,999,999,999,390.8,392
Joshua Karty,11789,K,LAR,1,2002-03-07,23.5,4566192,joshua karty,8,999,307,450,999,391.3,393
Devaughn Vele,11834,WR,NO,1,1997-12-12,27.7,4569559,devaughn vele,11,999,246,253,999,392.5,394
Demarcus Robinson,3286,WR,SF,9,1994-09-21,30.9,3043116,demarcus robinson,14,999,364,450,999,394.5,395
Nick Westbrook-Ikhine,7496,WR,MIA,5,1997-03-21,28.4,3929785,nick westbrook-ikhine,12,999,255,450,999,395.4,396
Allen Lazard,5185,WR,NYJ,7,1995-12-11,29.7,3128390,allen lazard,9,999,414,450,999,395.5,397
Dawson Knox,5906,TE,BUF,6,1996-11-14,28.8,3930086,dawson knox,7,999,335,450,999,397.4,398
Erick All,11592,TE,CIN,1,2000-09-13,25.0,4427834,erick all,10,999,380,310,999,398.8,399
Ja'Quinden Jackson,12479,RB,JAC,0,2001-09-12,24.0,NA,NA,8,999,999,999,999,399.2,400
Israel Abanikanda,9227,RB,GB,2,2002-10-05,22.9,4429202,israel abanikanda,5,999,999,999,999,400.6,401
Gus Edwards,5248,RB,FA,7,1995-04-13,30.4,3051926,gus edwards,,999,425,450,999,401.3,402
Treylon Burks,8135,WR,TEN,3,2000-03-23,25.4,4567156,treylon burks,10,999,999,999,999,402.7,403
Kobe Hudson,12488,WR,FA,0,,,NA,NA,,999,999,999,999,403.6,404
Jameis Winston,2306,QB,NYG,10,1994-01-06,31.7,2969939,jameis winston,14,999,328,450,999,404.1,405
Caden Davis,13149,K,FA,0,2001-02-27,24.5,4570688,caden davis,,999,999,999,999,405.0,406
Kalif Raymond,3634,WR,DET,9,1994-08-08,31.1,2973405,kalif raymond,8,999,999,999,999,406.0,407
Jeremy Ruckert,8145,TE,NYJ,3,2000-08-11,25.1,4361372,jeremy ruckert,9,999,999,999,999,407.0,408
Andrew Armstrong,12863,WR,FA,0,2000-10-31,24.8,NA,NA,,999,999,999,999,408.0,409
Marcus Mariota,2307,QB,WAS,10,1993-10-30,31.8,2576980,marcus mariota,12,999,395,450,999,409.0,410
Robert Woods,1352,WR,PIT,12,1992-04-10,33.4,15880,robert woods,5,999,999,999,999,410.0,411
Justin Watson,5374,WR,HOU,7,1996-04-04,29.4,3118892,justin watson,6,999,999,999,999,411.0,412
Pierre Strong,8116,RB,FA,3,1998-12-10,26.7,4249836,pierre strong,,999,999,999,999,412.0,413
Julian Hill,11371,TE,MIA,2,2000-07-09,25.1,4365395,julian hill,12,999,999,999,999,413.5,414
Payton Thorne,12762,QB,FA,0,2001-06-26,24.2,NA,NA,,999,999,999,999,414.0,415
Justyn Ross,8140,WR,FA,3,1999-12-15,25.7,4360306,justyn ross,,999,999,999,999,415.0,416
Mason Rudolph,4972,QB,PIT,7,1995-07-17,30.1,3116407,mason rudolph,5,999,400,450,999,416.0,417
Drew Plitt,8915,QB,FA,2,1998-01-09,27.6,NA,NA,,999,999,999,999,417.0,418
Justin Tucker,1264,K,FA,13,1989-11-21,35.8,15683,justin tucker,,999,334,450,999,418.3,419
Avery Williams,7809,RB,FA,4,1998-07-15,27.1,4048259,avery williams,,999,999,999,999,419.0,420
Dylan McDuffie,12283,RB,FA,1,2000-02-19,25.5,NA,NA,,999,999,999,999,420.5,421
Ben Sauls,13066,K,FA,0,2001-07-31,24.1,NA,NA,,999,999,999,999,421.5,422
Scooter Harrington,7848,TE,FA,1,1997-09-23,27.9,NA,NA,,999,999,999,999,422.5,423
Tanner McLachlan,11598,TE,CIN,1,1999-03-15,26.5,4384171,tanner mclachlan,10,999,999,999,999,423.0,424
Lucas Krull,8249,TE,DEN,3,1998-07-11,27.1,4360231,lucas krull,12,999,999,999,999,424.0,425
Dontae Strickland,6592,RB,FA,3,1997-03-22,28.4,NA,NA,,999,999,999,999,425.5,426
Gavin Bartholomew,12700,TE,MIN,0,2003-04-30,22.3,4708049,gavin bartholomew,6,999,426,450,999,426.5,427
Chad Beebe,5570,WR,FA,4,1994-06-01,31.3,NA,NA,,999,999,999,999,427.0,428
DeWayne McBride,9512,RB,FA,1,2001-07-08,24.2,4430388,dewayne mcbride,,999,999,999,999,428.0,429
Alfred Morris,1170,RB,FA,10,1988-12-12,36.7,NA,NA,,999,999,999,999,429.0,430
Logan Kilgore,2206,QB,FA,0,,,NA,NA,,999,999,999,999,430.0,431
Isaiah Spiller,8153,RB,FA,3,2001-08-09,24.1,4426891,isaiah spiller,,999,999,999,999,430.5,432
Devlin Hodges,6595,QB,FA,3,1996-04-12,29.4,NA,NA,,999,999,999,999,431.0,433
Ryan Finley,5885,QB,FA,3,1994-12-26,30.7,NA,NA,,999,999,999,999,432.0,434
Jody Fortson,6665,TE,FA,6,1995-12-07,29.7,4408854,jody fortson,,999,999,999,999,433.0,435
DeAndre Carter,2750,WR,CLE,10,1993-04-10,32.4,2580216,deandre carter,9,999,999,999,999,434.5,436
Ray-Ray McCloud,5096,WR,ATL,7,1996-10-15,28.9,3728262,ray-ray mccloud,5,999,415,287,999,435.7,437
Larry Fitzgerald,223,WR,FA,18,1983-08-31,42.0,NA,NA,,999,999,999,999,436.5,438
Bo Scarbrough,5112,RB,FA,4,1996-09-29,28.9,NA,NA,,999,999,999,999,437.5,439
Frank Darby,7530,WR,FA,3,1997-09-08,28.0,4047836,frank darby,,999,999,999,999,438.0,440
Zach Wilson,7538,QB,MIA,4,1999-08-03,26.1,4361259,zach wilson,12,999,392,450,999,439.5,441
Sam James,9496,WR,FA,1,1999-10-31,25.8,NA,NA,,999,999,999,999,440.5,442
John Diarse,5425,WR,FA,4,1994-12-10,30.7,NA,NA,,999,999,999,999,441.0,443
Mike White,5089,QB,FA,7,1995-03-25,30.4,3051381,mike white,,999,999,999,999,442.0,444
Freddie Swain,7135,WR,FA,4,1998-08-04,27.1,NA,NA,,999,999,999,999,442.0,445
Jesse Matthews,11452,WR,FA,2,1999-08-12,26.1,NA,NA,,999,999,999,999,443.0,446
Wayne Taulapapa,11537,RB,FA,1,1998-03-22,27.4,NA,NA,,999,999,999,999,444.5,447
Jalen McCleskey,7173,WR,FA,2,1997-08-06,28.1,NA,NA,,999,999,999,999,445.5,448
Joel Bouagnon,4548,RB,FA,5,1995-03-28,30.4,NA,NA,,999,999,999,999,446.5,449
Quali Conley,13088,RB,FA,0,2002-09-25,22.9,NA,NA,,999,999,999,999,447.0,450
Deneric Prince,10870,RB,NE,2,2000-04-11,25.4,4372526,deneric prince,14,999,999,999,999,448.0,451
Joseph Parker,6661,WR,FA,3,1996-07-24,29.1,NA,NA,,999,999,999,999,449.5,452
Ben Roethlisberger,138,QB,PIT,18,1982-03-02,43.5,NA,NA,5,999,999,999,999,449.7,453
Phillip Lindsay,5170,RB,FA,4,1994-07-24,31.1,NA,NA,,999,999,999,999,451.0,454
Donald Parham,6074,TE,PIT,6,1997-08-16,28.0,3912092,donald parham,5,999,999,999,999,452.0,455
Kendall Milton,11649,RB,CIN,1,2002-02-10,23.6,4429012,kendall milton,10,999,999,999,999,452.5,456
Drake Dabney,13210,TE,FA,0,,,NA,NA,,999,999,999,999,453.0,457
Tim Tebow,559,TE,FA,12,1987-08-14,38.1,NA,NA,,999,999,999,999,454.7,458
Anthony Gould,11762,WR,IND,1,2001-04-06,24.4,4429684,anthony gould,11,999,999,999,999,455.0,459
A.J. Green,830,WR,FA,12,1988-07-31,37.1,NA,NA,,999,999,999,999,456.5,460
Drew Brees,289,QB,FA,20,1979-01-15,46.6,NA,NA,,999,999,999,999,457.8,461
Joshua Simon,12883,TE,ATL,0,2000-11-27,24.8,NA,NA,5,999,999,999,999,458.0,462
Tommy DeVito,11292,QB,NE,2,1998-08-07,27.1,4240391,tommy devito,14,999,999,999,999,458.8,463
Ahmad Fulwood,4929,WR,FA,5,,,NA,NA,,999,999,999,999,460.0,464
Chris Finke,7092,WR,FA,2,1996-05-02,29.3,NA,NA,,999,999,999,999,461.5,465
Luke Deal,13205,TE,FA,0,,,NA,NA,,999,999,999,999,462.0,466
Malcolm Perry,7109,WR,FA,2,1997-04-19,28.4,NA,NA,,999,999,999,999,463.0,467
Nick Bawden,5116,FB,FA,6,1996-06-22,29.2,3125232,nick bawden,,999,999,999,999,464.5,468
Darius Bradwell,7316,RB,FA,2,1997-05-15,28.3,NA,NA,,999,999,999,999,465.0,469
Ryan Izzo,5094,TE,FA,4,1995-12-21,29.7,NA,NA,,999,999,999,999,466.5,470
Nick Ralston,7941,RB,FA,1,1996-11-10,28.8,NA,NA,,999,999,999,999,466.5,471
Teddy Bridgewater,2152,QB,TB,11,1992-11-10,32.8,16728,teddy bridgewater,9,999,999,999,999,467.5,472
Justin Jackson,5131,RB,FA,5,1996-04-22,29.4,NA,NA,,999,999,999,999,468.0,473
Will Mallory,10220,TE,IND,2,1999-06-22,26.2,4362523,will mallory,11,999,999,999,999,469.5,474
DeSean Smith,4940,TE,FA,5,1994-11-02,30.8,NA,NA,,999,999,999,999,470.0,475
Dorian Singer,13064,WR,FA,0,2002-10-16,22.9,NA,NA,,999,999,999,999,471.0,476
Chase Daniel,490,QB,FA,14,1986-10-07,38.9,NA,NA,,999,999,999,999,472.0,477
Brandon Johnson,8756,WR,FA,3,1998-07-26,27.1,4035198,brandon johnson,,999,999,999,999,473.0,478
Ryan Fitzpatrick,333,QB,FA,17,1982-11-24,42.8,NA,NA,,999,999,999,999,474.0,479
Jacques Patrick,6108,RB,FA,4,1997-01-07,28.6,NA,NA,,999,999,999,999,475.5,480
Justin Shorter,9489,WR,LV,2,2000-04-17,25.4,4361426,justin shorter,8,999,999,999,999,476.5,481
Damore'ea Stringfellow,4401,WR,FA,5,1994-10-18,30.9,NA,NA,,999,999,999,999,476.5,482
Adonis Jennings,5129,WR,FA,4,1995-12-31,29.7,NA,NA,,999,999,999,999,478.0,483
Kalija Lipscomb,6832,WR,FA,2,1997-10-06,27.9,NA,NA,,999,999,999,999,479.0,484
Logan Thomas,2251,TE,FA,10,1991-07-01,34.2,16813,logan thomas,,999,999,999,999,479.0,485
Jordan Reed,1500,TE,FA,9,1990-07-03,35.2,NA,NA,,999,999,999,999,479.5,486
Cameron Latu,10210,TE,PHI,2,2000-02-24,25.5,4372026,cameron latu,9,999,999,999,999,480.0,487
Chris Bazile,4874,TE,FA,4,1991-10-25,33.9,NA,NA,,999,999,999,999,481.5,488
